Area,Size,Year,Month,Price
Kyungnam,60 < and < 85,2018,5,2673
Kyungnam,60 < and < 85,2018,6,2673
Kyungnam,60 < and < 85,2018,7,2673
Chungnam,60 < and < 85,2020,5,2675
Sejong,60 < and < 85,2015,12,2676
Sejong,60 < and < 85,2016,1,2676
Sejong,60 < and < 85,2016,2,2676
Chungbuk,60 < and < 85,2021,4,2678
Chungbuk,60 < and < 85,2021,2,2679
Kyungbuk,60 < and < 85,2018,11,2680
Kyungbuk,60 < and < 85,2018,12,2680
Jeonnam,60 < and < 85,2020,8,2680
Sejong,60 < and < 85,2016,3,2681
Daejeon,60 < and < 85,2017,2,2681
Daejeon,60 < and < 85,2017,3,2681
Chungnam,60 < and < 85,2019,7,2683
Sejong,60 < and < 85,2017,9,2684
Daejeon,60 < and < 85,2017,4,2685
Daejeon,60 < and < 85,2017,5,2685
Daejeon,60 < and < 85,2017,6,2685
Daejeon,60 < and < 85,2017,12,2690
Daegu,60 < and < 85,2015,10,2696
Gwangju,60 < and < 85,2016,4,2696
Jeonnam,60 < and < 85,2020,11,2697
Sejong,60 < and < 85,2017,4,2698
Sejong,60 < and < 85,2017,5,2698
Sejong,60 < and < 85,2016,4,2699
Sejong,60 < and < 85,2016,5,2699
Daejeon,60 < and < 85,2017,7,2699
Daejeon,60 < and < 85,2017,8,2699
Jeonnam,60 < and < 85,2020,10,2699
Sejong,60 < and < 85,2017,6,2703
Sejong,60 < and < 85,2017,7,2703
Sejong,60 < and < 85,2017,8,2703
Sejong,60 < and < 85,2016,6,2704
Jeonbuk,60 < and < 85,2021,11,2704
Sejong,60 < and < 85,2016,12,2706
Sejong,60 < and < 85,2017,1,2706
Sejong,60 < and < 85,2017,2,2706
Sejong,60 < and < 85,2017,3,2706
Sejong,60 < and < 85,2016,10,2709
Sejong,60 < and < 85,2016,11,2709
Jeju,60 < and < 85,2016,5,2712
Sejong,60 < and < 85,2016,7,2713
Chungbuk,60 < and < 85,2021,3,2713
Daejeon,60 < and < 85,2017,10,2715
Kyungnam,60 < and < 85,2018,9,2716
Ulsan,60 < and < 85,2019,9,2716
Chungnam,60 < and < 85,2020,6,2717
Chungnam,60 < and < 85,2020,10,2719
Gwangju,60 < and < 85,2016,5,2723
Sejong,60 < and < 85,2017,10,2723
Sejong,60 < and < 85,2017,11,2723
Gwangju,60 < and < 85,2016,9,2724
Gwangju,60 < and < 85,2016,8,2728
Gwangju,60 < and < 85,2016,10,2728
Jeju,60 < and < 85,2016,6,2730
Jeju,60 < and < 85,2016,7,2730
Sejong,60 < and < 85,2016,8,2735
Chungbuk,60 < and < 85,2021,12,2735
Chungbuk,60 < and < 85,2022,3,2735
Sejong,60 < and < 85,2016,9,2738
Chungnam,60 < and < 85,2020,8,2739
Chungbuk,60 < and < 85,2022,2,2739
Chungnam,60 < and < 85,2020,7,2741
Gwangju,60 < and < 85,2016,6,2743
Gwangju,60 < and < 85,2016,7,2748
Daejeon,60 < and < 85,2018,1,2750
Jeju,60 < and < 85,2016,4,2752
Chungbuk,60 < and < 85,2022,1,2752
Chungnam,60 < and < 85,2020,9,2755
Jeonbuk,60 < and < 85,2021,12,2757
Daejeon,60 < and < 85,2017,11,2763
Jeju,60 < and < 85,2016,8,2768
Kyungnam,60 < and < 85,2018,10,2769
Kyungnam,60 < and < 85,2018,11,2781
Chungnam,60 < and < 85,2021,3,2783
Gwangju,60 < and < 85,2016,11,2784
Chungnam,60 < and < 85,2020,12,2786
Chungnam,60 < and < 85,2021,1,2786
Chungnam,60 < and < 85,2021,4,2789
Gwangju,60 < and < 85,2017,1,2790
Gwangju,60 < and < 85,2017,2,2790
Chungnam,60 < and < 85,2021,5,2791
Gwangju,60 < and < 85,2016,12,2794
Chungnam,60 < and < 85,2021,2,2794
Gwangju,60 < and < 85,2017,3,2798
Kangwon,60 < and < 85,2021,7,2804
Kangwon,60 < and < 85,2021,8,2804
Chungnam,60 < and < 85,2020,11,2805
Daegu,60 < and < 85,2015,11,2806
Chungnam,60 < and < 85,2021,6,2808
Kyungnam,60 < and < 85,2019,4,2820
Jeonbuk,60 < and < 85,2022,1,2820
Jeonnam,60 < and < 85,2021,1,2827
Chungnam,60 < and < 85,2021,7,2827
Kangwon,60 < and < 85,2021,5,2830
Jeonnam,60 < and < 85,2020,12,2832
Chungbuk,60 < and < 85,2022,4,2836
Kangwon,60 < and < 85,2021,4,2839
Jeonbuk,60 < and < 85,2022,3,2842
Jeonbuk,60 < and < 85,2022,2,2843
Kangwon,60 < and < 85,2021,9,2846
Gwangju,60 < and < 85,2017,4,2852
Kyungnam,60 < and < 85,2019,3,2855
Kangwon,60 < and < 85,2021,3,2855
Daejeon,60 < and < 85,2017,9,2857
Jeonbuk,60 < and < 85,2022,4,2857
Chungnam,60 < and < 85,2021,11,2861
Chungnam,60 < and < 85,2021,8,2873
Kangwon,60 < and < 85,2021,10,2874
Jeonnam,60 < and < 85,2021,12,2876
Gwangju,60 < and < 85,2017,5,2877
Gwangju,60 < and < 85,2017,7,2881
Daejeon,60 < and < 85,2018,2,2882
Daejeon,60 < and < 85,2018,3,2882
Chungnam,60 < and < 85,2021,9,2885
Gwangju,60 < and < 85,2018,1,2887
Gwangju,60 < and < 85,2018,2,2887
Gwangju,60 < and < 85,2017,11,2888
Kangwon,60 < and < 85,2021,6,2888
Gwangju,60 < and < 85,2017,8,2890
Gwangju,60 < and < 85,2017,12,2890
Gwangju,60 < and < 85,2018,4,2890
Ulsan,60 < and < 85,2018,10,2890
Ulsan,60 < and < 85,2018,11,2890
Jeonbuk,60 < and < 85,2022,5,2890
Kyungbuk,60 < and < 85,2019,10,2897
Kyungbuk,60 < and < 85,2019,11,2897
Kyungbuk,60 < and < 85,2019,12,2897
Gwangju,60 < and < 85,2017,6,2899
Gwangju,60 < and < 85,2017,10,2906
Chungnam,60 < and < 85,2021,10,2907
Kyungnam,60 < and < 85,2019,2,2909
Gwangju,60 < and < 85,2018,5,2911
Kyungnam,60 < and < 85,2018,12,2914
Kyungnam,60 < and < 85,2019,1,2914
Kangwon,60 < and < 85,2020,11,2916
Gwangju,60 < and < 85,2018,3,2924
Chungnam,60 < and < 85,2021,12,2924
Kyungnam,60 < and < 85,2019,5,2925
Kangwon,60 < and < 85,2020,7,2925
Kangwon,60 < and < 85,2020,8,2925
Kangwon,60 < and < 85,2021,11,2928
Gwangju,60 < and < 85,2018,9,2931
Gwangju,60 < and < 85,2017,9,2935
Chungbuk,60 < and < 85,2022,5,2936
Gwangju,60 < and < 85,2018,7,2939
Gwangju,60 < and < 85,2018,8,2939
Kyungbuk,60 < and < 85,2020,7,2942
Jeonnam,60 < and < 85,2021,11,2943
Daejeon,60 < and < 85,2018,7,2946
Daejeon,60 < and < 85,2018,8,2946
Kangwon,60 < and < 85,2021,12,2953
Kangwon,60 < and < 85,2022,1,2953
Kyungnam,60 < and < 85,2019,6,2954
Kyungnam,60 < and < 85,2019,7,2954
Kyungnam,60 < and < 85,2019,8,2958
Jeonnam,60 < and < 85,2021,5,2959
Jeonnam,60 < and < 85,2021,4,2968
Kyungnam,60 < and < 85,2019,9,2970
Daegu,60 < and < 85,2015,12,2971
Kyungnam,60 < and < 85,2020,3,2971
Kyungnam,60 < and < 85,2020,12,2973
Kyungnam,60 < and < 85,2021,1,2973
Chungnam,60 < and < 85,2022,1,2975
Jeonnam,60 < and < 85,2022,1,2976
Daejeon,60 < and < 85,2018,4,2977
Daejeon,60 < and < 85,2018,5,2977
Daejeon,60 < and < 85,2018,6,2977
Jeonnam,60 < and < 85,2021,10,2979
Ulsan,60 < and < 85,2016,8,2990
Ulsan,60 < and < 85,2016,9,2990
Jeju,60 < and < 85,2016,9,2994
Jeju,60 < and < 85,2016,10,2994
Kangwon,60 < and < 85,2022,2,2994
Chungbuk,60 < and < 85,2022,6,2994
Busan,60 < and < 85,2015,10,2999
Chungbuk,60 < and < 85,2022,7,3000
Gwangju,60 < and < 85,2018,6,3004
Kyungbuk,60 < and < 85,2021,5,3006
Chungbuk,60 < and < 85,2022,8,3008
Jeju,60 < and < 85,2016,11,3024
Chungbuk,60 < and < 85,2022,10,3024
Chungbuk,60 < and < 85,2022,11,3024
Kyungnam,60 < and < 85,2020,5,3026
Jeonbuk,60 < and < 85,2022,6,3026
Jeonbuk,60 < and < 85,2022,7,3029
Chungbuk,60 < and < 85,2022,9,3029
Busan,60 < and < 85,2015,12,3032
Kyungbuk,60 < and < 85,2021,6,3034
Jeju,60 < and < 85,2017,1,3036
Busan,60 < and < 85,2015,11,3037
Jeju,60 < and < 85,2017,3,3038
Ulsan,60 < and < 85,2015,10,3040
Jeju,60 < and < 85,2017,2,3042
Gwangju,60 < and < 85,2018,10,3045
Kangwon,60 < and < 85,2020,12,3045
Kangwon,60 < and < 85,2021,1,3045
Ulsan,60 < and < 85,2015,11,3048
Ulsan,60 < and < 85,2015,12,3048
Jeju,60 < and < 85,2016,12,3048
Jeonnam,60 < and < 85,2022,3,3049
Jeonnam,60 < and < 85,2022,2,3052
Jeonnam,60 < and < 85,2022,4,3052
Ulsan,60 < and < 85,2016,1,3053
Ulsan,60 < and < 85,2016,2,3053
Jeonnam,60 < and < 85,2021,2,3054
Busan,60 < and < 85,2016,1,3057
Jeonnam,60 < and < 85,2022,8,3057
Busan,60 < and < 85,2016,2,3060
Kyungbuk,60 < and < 85,2020,1,3061
Kyungbuk,60 < and < 85,2021,2,3062
Kyungbuk,60 < and < 85,2021,3,3062
Kangwon,60 < and < 85,2022,3,3062
Sejong,60 < and < 85,2018,12,3063
Sejong,60 < and < 85,2019,1,3063
Sejong,60 < and < 85,2019,2,3063
Sejong,60 < and < 85,2019,3,3063
Kyungnam,60 < and < 85,2019,12,3065
Kyungnam,60 < and < 85,2020,1,3065
Kyungnam,60 < and < 85,2020,2,3065
Busan,60 < and < 85,2016,6,3069
Busan,60 < and < 85,2016,11,3070
Busan,60 < and < 85,2016,5,3071
Daejeon,60 < and < 85,2016,10,3072
Jeonbuk,60 < and < 85,2022,8,3072
Ulsan,60 < and < 85,2016,6,3074
Ulsan,60 < and < 85,2016,7,3074
Jeonnam,60 < and < 85,2022,7,3074
Ulsan,60 < and < 85,2016,3,3075
Kyungnam,60 < and < 85,2021,5,3075
Ulsan,60 < and < 85,2016,4,3076
Jeonnam,60 < and < 85,2022,5,3078
Jeonnam,60 < and < 85,2022,6,3078
Daegu,60 < and < 85,2016,2,3079
Ulsan,60 < and < 85,2016,5,3080
Busan,60 < and < 85,2016,7,3081
Jeonnam,60 < and < 85,2021,3,3081
Kyungbuk,60 < and < 85,2021,4,3082
Kyungbuk,60 < and < 85,2020,8,3083
Kyungbuk,60 < and < 85,2020,9,3083
Kangwon,60 < and < 85,2021,2,3083
Kyungbuk,60 < and < 85,2020,10,3085
Busan,60 < and < 85,2016,4,3087
Busan,60 < and < 85,2016,10,3087
Jeonbuk,60 < and < 85,2022,9,3088
Kyungnam,60 < and < 85,2021,6,3093
Kangwon,60 < and < 85,2022,4,3099
Busan,60 < and < 85,2016,8,3101
Busan,60 < and < 85,2016,3,3102
Kyungnam,60 < and < 85,2021,4,3102
Daegu,60 < and < 85,2016,1,3103
Jeonbuk,60 < and < 85,2022,10,3103
Kangwon,60 < and < 85,2022,10,3105
Kyungnam,60 < and < 85,2020,10,3106
Kyungnam,60 < and < 85,2021,2,3106
Busan,60 < and < 85,2016,9,3107
Kyungnam,60 < and < 85,2020,11,3108
Kyungnam,60 < and < 85,2020,7,3109
Kyungnam,60 < and < 85,2020,8,3109
Kyungnam,60 < and < 85,2020,9,3109
Incheon,60 < and < 85,2016,1,3110
Ulsan,60 < and < 85,2019,10,3110
Ulsan,60 < and < 85,2019,11,3110
Kangwon,60 < and < 85,2022,7,3110
Incheon,60 < and < 85,2016,3,3111
Incheon,60 < and < 85,2016,2,3112
Kangwon,60 < and < 85,2022,5,3112
Daegu,60 < and < 85,2016,11,3114
Ulsan,60 < and < 85,2019,12,3114
Ulsan,60 < and < 85,2020,1,3114
Ulsan,60 < and < 85,2020,2,3114
Ulsan,60 < and < 85,2020,3,3114
Ulsan,60 < and < 85,2020,4,3114
Kangwon,60 < and < 85,2022,9,3118
Incheon,60 < and < 85,2015,10,3119
Incheon,60 < and < 85,2015,11,3119
Incheon,60 < and < 85,2015,12,3119
Kyungbuk,60 < and < 85,2021,9,3119
Kyungbuk,60 < and < 85,2021,10,3119
Incheon,60 < and < 85,2016,9,3121
Kyungnam,60 < and < 85,2020,6,3122
Ulsan,60 < and < 85,2018,6,3125
Ulsan,60 < and < 85,2018,7,3125
Ulsan,60 < and < 85,2018,8,3125
Ulsan,60 < and < 85,2018,9,3125
Daegu,60 < and < 85,2017,1,3129
Jeonbuk,60 < and < 85,2022,12,3130
Jeonbuk,60 < and < 85,2023,1,3130
Jeonbuk,60 < and < 85,2023,2,3130
Kyungbuk,60 < and < 85,2020,12,3132
Kyungbuk,60 < and < 85,2021,1,3132
Kangwon,60 < and < 85,2022,6,3134
Incheon,60 < and < 85,2016,12,3137
Incheon,60 < and < 85,2017,1,3137
Kyungnam,60 < and < 85,2021,3,3137
Jeonbuk,60 < and < 85,2022,11,3143
Incheon,60 < and < 85,2016,4,3147
Incheon,60 < and < 85,2016,5,3147
Sejong,60 < and < 85,2018,4,3147
Sejong,60 < and < 85,2018,5,3147
Sejong,60 < and < 85,2018,6,3147
Sejong,60 < and < 85,2018,7,3147
Sejong,60 < and < 85,2018,8,3147
Sejong,60 < and < 85,2018,9,3147
Sejong,60 < and < 85,2018,10,3147
Sejong,60 < and < 85,2018,11,3147
Jeju,60 < and < 85,2017,9,3150
Jeju,60 < and < 85,2017,10,3150
Kangwon,60 < and < 85,2022,8,3150
Daegu,60 < and < 85,2016,12,3151
Daegu,60 < and < 85,2016,7,3153
Incheon,60 < and < 85,2016,10,3153
Incheon,60 < and < 85,2016,11,3153
Kyungbuk,60 < and < 85,2021,11,3153
Daegu,60 < and < 85,2016,3,3154
Daegu,60 < and < 85,2016,8,3154
Daegu,60 < and < 85,2016,9,3154
Daegu,60 < and < 85,2016,10,3154
Chungnam,60 < and < 85,2022,2,3156
Kyungnam,60 < and < 85,2020,4,3159
Ulsan,60 < and < 85,2017,12,3162
Ulsan,60 < and < 85,2018,1,3162
Sejong,60 < and < 85,2017,12,3164
Sejong,60 < and < 85,2018,1,3164
Sejong,60 < and < 85,2018,2,3164
Sejong,60 < and < 85,2018,3,3164
Daegu,60 < and < 85,2016,6,3165
Daegu,60 < and < 85,2016,5,3166
Daegu,60 < and < 85,2017,2,3167
Daegu,60 < and < 85,2016,4,3168
Incheon,60 < and < 85,2017,2,3171
Jeonnam,60 < and < 85,2022,12,3171
Ulsan,60 < and < 85,2018,2,3174
Ulsan,60 < and < 85,2018,3,3174
Ulsan,60 < and < 85,2018,4,3174
Ulsan,60 < and < 85,2018,5,3174
Kyungnam,60 < and < 85,2019,11,3174
Chungbuk,60 < and < 85,2023,5,3175
Kyungnam,60 < and < 85,2019,10,3176
Incheon,60 < and < 85,2017,3,3177
Incheon,60 < and < 85,2017,4,3177
Jeonnam,60 < and < 85,2022,9,3177
Jeonnam,60 < and < 85,2021,9,3178
Kyungbuk,60 < and < 85,2020,11,3179
Jeonnam,60 < and < 85,2021,6,3179
Jeonnam,60 < and < 85,2021,8,3179
Jeonnam,60 < and < 85,2023,1,3179
Jeonnam,60 < and < 85,2022,10,3181
Daegu,60 < and < 85,2017,4,3182
Daegu,60 < and < 85,2017,5,3182
Chungbuk,60 < and < 85,2022,12,3189
Chungbuk,60 < and < 85,2023,6,3191
Chungbuk,60 < and < 85,2023,7,3192
Jeju,60 < and < 85,2017,4,3196
Kyungbuk,60 < and < 85,2021,7,3198
Kyungbuk,60 < and < 85,2021,8,3198
Jeonnam,60 < and < 85,2022,11,3199
Gwangju,60 < and < 85,2018,11,3201
Gyeonggi,60 < and < 85,2015,11,3202
Chungbuk,60 < and < 85,2023,8,3203
Chungbuk,60 < and < 85,2023,1,3205
Daegu,60 < and < 85,2017,3,3208
Kangwon,60 < and < 85,2020,9,3208
Kangwon,60 < and < 85,2020,10,3208
Kyungnam,60 < and < 85,2021,7,3208
Kyungnam,60 < and < 85,2021,8,3208
Sejong,60 < and < 85,2022,7,3208
Sejong,60 < and < 85,2022,8,3208
Sejong,60 < and < 85,2022,9,3208
Sejong,60 < and < 85,2022,10,3208
Sejong,60 < and < 85,2022,11,3208
Jeonbuk,60 < and < 85,2023,3,3209
Chungbuk,60 < and < 85,2023,3,3212
Jeonnam,60 < and < 85,2021,7,3215
Chungbuk,60 < and < 85,2023,9,3221
Chungbuk,60 < and < 85,2023,2,3222
Ulsan,60 < and < 85,2016,10,3223
Kyungnam,60 < and < 85,2021,11,3227
Daejeon,60 < and < 85,2020,10,3228
Daejeon,60 < and < 85,2020,11,3228
Daejeon,60 < and < 85,2020,12,3228
Daejeon,60 < and < 85,2021,1,3228
Gyeonggi,60 < and < 85,2015,10,3239
Busan,60 < and < 85,2017,2,3239
Busan,60 < and < 85,2017,1,3240
Chungnam,60 < and < 85,2022,3,3242
Gyeonggi,60 < and < 85,2016,4,3243
Chungnam,60 < and < 85,2022,4,3246
Chungbuk,60 < and < 85,2023,4,3248
Busan,60 < and < 85,2016,12,3249
Jeju,60 < and < 85,2017,6,3249
Daegu,60 < and < 85,2017,6,3250
Jeonnam,60 < and < 85,2023,3,3251
Jeonnam,60 < and < 85,2023,4,3254
Gyeonggi,60 < and < 85,2016,3,3259
Jeonnam,60 < and < 85,2023,2,3264
Gyeonggi,60 < and < 85,2016,2,3268
Kyungbuk,60 < and < 85,2021,12,3269
Kyungbuk,60 < and < 85,2022,1,3269
Jeju,60 < and < 85,2017,7,3270
Jeju,60 < and < 85,2017,8,3270
Incheon,60 < and < 85,2016,7,3272
Ulsan,60 < and < 85,2016,12,3272
Ulsan,60 < and < 85,2017,1,3272
Busan,60 < and < 85,2017,3,3273
Ulsan,60 < and < 85,2016,11,3274
Ulsan,60 < and < 85,2017,2,3274
Ulsan,60 < and < 85,2017,3,3274
Incheon,60 < and < 85,2017,8,3276
Kyungnam,60 < and < 85,2021,9,3277
Gwangju,60 < and < 85,2018,12,3282
Ulsan,60 < and < 85,2020,5,3282
Kyungnam,60 < and < 85,2021,12,3284
Chungbuk,60 < and < 85,2023,10,3288
Incheon,60 < and < 85,2016,8,3289
Kyungnam,60 < and < 85,2022,1,3289
Incheon,60 < and < 85,2017,5,3290
Jeonbuk,60 < and < 85,2023,4,3299
Jeonbuk,60 < and < 85,2023,5,3299
Jeju,60 < and < 85,2017,5,3301
Chungnam,60 < and < 85,2022,5,3302
Incheon,60 < and < 85,2017,10,3306
Incheon,60 < and < 85,2017,11,3306
Busan,60 < and < 85,2017,4,3307
Incheon,60 < and < 85,2017,9,3307
Daejeon,60 < and < 85,2020,9,3307
Kyungnam,60 < and < 85,2021,10,3307
Gyeonggi,60 < and < 85,2016,1,3313
Gwangju,60 < and < 85,2019,1,3313
Gwangju,60 < and < 85,2019,2,3313
Gwangju,60 < and < 85,2019,3,3313
Gyeonggi,60 < and < 85,2015,12,3314
Gwangju,60 < and < 85,2019,4,3314
Gyeonggi,60 < and < 85,2016,9,3316
Chungbuk,60 < and < 85,2023,11,3316
Incheon,60 < and < 85,2017,7,3323
Incheon,60 < and < 85,2017,12,3324
Incheon,60 < and < 85,2018,1,3324
Incheon,60 < and < 85,2017,6,3327
Daejeon,60 < and < 85,2019,8,3327
Daejeon,60 < and < 85,2020,8,3330
Kangwon,60 < and < 85,2022,11,3335
Incheon,60 < and < 85,2018,2,3338
Kyungnam,60 < and < 85,2022,2,3339
Jeonnam,60 < and < 85,2023,5,3339
Jeonnam,60 < and < 85,2023,6,3339
Jeju,60 < and < 85,2018,11,3341
Daejeon,60 < and < 85,2018,10,3342
Daejeon,60 < and < 85,2018,11,3342
Daejeon,60 < and < 85,2020,5,3345
Incheon,60 < and < 85,2016,6,3353
Jeonbuk,60 < and < 85,2023,6,3355
Jeju,60 < and < 85,2018,7,3356
Jeju,60 < and < 85,2018,8,3356
Jeju,60 < and < 85,2018,9,3356
Jeju,60 < and < 85,2018,10,3356
Daejeon,60 < and < 85,2020,7,3357
Daejeon,60 < and < 85,2020,4,3363
Sejong,60 < and < 85,2022,1,3364
Sejong,60 < and < 85,2022,2,3364
Sejong,60 < and < 85,2022,3,3364
Sejong,60 < and < 85,2022,4,3364
Sejong,60 < and < 85,2022,5,3364
Sejong,60 < and < 85,2022,6,3364
Daegu,60 < and < 85,2018,2,3365
Daejeon,60 < and < 85,2018,9,3366
Daejeon,60 < and < 85,2019,9,3369
Kyungnam,60 < and < 85,2023,8,3370
Jeonbuk,60 < and < 85,2023,7,3372
Jeonnam,60 < and < 85,2023,7,3377
Ulsan,60 < and < 85,2017,11,3378
Kyungbuk,60 < and < 85,2022,2,3386
Kyungbuk,60 < and < 85,2022,3,3386
Kyungnam,60 < and < 85,2022,3,3387
Ulsan,60 < and < 85,2017,10,3388
Gyeonggi,60 < and < 85,2016,10,3389
Chungbuk,60 < and < 85,2023,12,3392
Chungbuk,60 < and < 85,2024,1,3392
Kyungnam,60 < and < 85,2023,7,3394
Sejong,60 < and < 85,2019,4,3395
Sejong,60 < and < 85,2019,5,3395
Sejong,60 < and < 85,2019,6,3395
Sejong,60 < and < 85,2019,7,3395
Sejong,60 < and < 85,2019,8,3395
Sejong,60 < and < 85,2019,9,3395
Sejong,60 < and < 85,2019,10,3395
Sejong,60 < and < 85,2019,11,3395
Sejong,60 < and < 85,2019,12,3395
Sejong,60 < and < 85,2020,1,3395
Sejong,60 < and < 85,2020,2,3395
Daejeon,60 < and < 85,2020,3,3395
Sejong,60 < and < 85,2020,3,3395
Kyungbuk,60 < and < 85,2022,4,3396
Daegu,60 < and < 85,2018,3,3404
Kyungbuk,60 < and < 85,2022,7,3424
Daejeon,60 < and < 85,2020,6,3428
Gyeonggi,60 < and < 85,2016,5,3443
Incheon,60 < and < 85,2018,3,3448
Incheon,60 < and < 85,2018,4,3448
Kyungbuk,60 < and < 85,2022,8,3454
Chungnam,60 < and < 85,2022,12,3455
Daejeon,60 < and < 85,2021,2,3457
Daejeon,60 < and < 85,2021,3,3457
Gyeonggi,60 < and < 85,2017,5,3462
Kyungnam,60 < and < 85,2023,5,3462
Chungnam,60 < and < 85,2022,11,3463
Jeonbuk,60 < and < 85,2023,9,3465
Jeju,60 < and < 85,2017,12,3467
Daejeon,60 < and < 85,2019,7,3467
Chungbuk,60 < and < 85,2024,2,3467
Daejeon,60 < and < 85,2019,6,3470
Jeonbuk,60 < and < 85,2023,8,3471
Jeju,60 < and < 85,2019,4,3475
Jeju,60 < and < 85,2019,5,3475
Jeju,60 < and < 85,2017,11,3477
Daejeon,60 < and < 85,2021,4,3480
Jeonbuk,60 < and < 85,2023,10,3483
Jeonbuk,60 < and < 85,2023,11,3490
Jeonbuk,60 < and < 85,2023,12,3490
Jeonbuk,60 < and < 85,2024,1,3490
Kyungnam,60 < and < 85,2023,6,3496
Gyeonggi,60 < and < 85,2016,11,3497
Jeju,60 < and < 85,2018,12,3504
Jeju,60 < and < 85,2019,1,3504
Jeju,60 < and < 85,2019,2,3504
Jeju,60 < and < 85,2019,3,3504
Incheon,60 < and < 85,2018,8,3505
Incheon,60 < and < 85,2018,9,3505
Kyungnam,60 < and < 85,2023,9,3506
Gyeonggi,60 < and < 85,2016,12,3508
Gyeonggi,60 < and < 85,2017,1,3508
Gyeonggi,60 < and < 85,2017,6,3511
Kangwon,60 < and < 85,2022,12,3511
Kangwon,60 < and < 85,2023,1,3511
Kangwon,60 < and < 85,2023,2,3511
Jeju,60 < and < 85,2018,1,3512
Kyungbuk,60 < and < 85,2022,6,3512
Gwangju,60 < and < 85,2019,5,3513
Daegu,60 < and < 85,2018,4,3526
Gyeonggi,60 < and < 85,2017,11,3527
Gyeonggi,60 < and < 85,2016,7,3531
Kyungbuk,60 < and < 85,2022,5,3534
Incheon,60 < and < 85,2018,6,3537
Incheon,60 < and < 85,2018,7,3537
Gyeonggi,60 < and < 85,2016,6,3539
Jeju,60 < and < 85,2018,2,3542
Gyeonggi,60 < and < 85,2016,8,3552
Gyeonggi,60 < and < 85,2017,4,3552
Gyeonggi,60 < and < 85,2017,12,3552
Busan,60 < and < 85,2017,9,3558
Kyungnam,60 < and < 85,2023,2,3558
Gyeonggi,60 < and < 85,2017,2,3562
Daegu,60 < and < 85,2017,12,3564
Kyungnam,60 < and < 85,2022,12,3564
Incheon,60 < and < 85,2018,5,3567
Daejeon,60 < and < 85,2019,10,3567
Daejeon,60 < and < 85,2019,11,3567
Daejeon,60 < and < 85,2019,12,3567
Daejeon,60 < and < 85,2020,1,3567
Daejeon,60 < and < 85,2020,2,3567
Kyungnam,60 < and < 85,2022,11,3573
Gyeonggi,60 < and < 85,2017,10,3574
Daejeon,60 < and < 85,2019,4,3575
Daejeon,60 < and < 85,2019,5,3575
Jeonnam,60 < and < 85,2023,9,3579
Jeonnam,60 < and < 85,2023,10,3581
Kyungnam,60 < and < 85,2022,10,3582
Kyungnam,60 < and < 85,2022,8,3584
Gyeonggi,60 < and < 85,2017,3,3585
Daegu,60 < and < 85,2018,1,3587
Kyungnam,60 < and < 85,2022,6,3587
Kyungnam,60 < and < 85,2023,4,3587
Chungnam,60 < and < 85,2024,5,3587
Kyungnam,60 < and < 85,2023,1,3588
Gwangju,60 < and < 85,2019,6,3589
Chungnam,60 < and < 85,2024,6,3590
Ulsan,60 < and < 85,2017,4,3591
Ulsan,60 < and < 85,2017,5,3591
Ulsan,60 < and < 85,2017,6,3594
Ulsan,60 < and < 85,2017,7,3594
Ulsan,60 < and < 85,2017,8,3594
Ulsan,60 < and < 85,2017,9,3594
Chungnam,60 < and < 85,2024,1,3594
Kyungnam,60 < and < 85,2023,3,3597
Gyeonggi,60 < and < 85,2017,9,3601
Kyungbuk,60 < and < 85,2022,9,3602
Daejeon,60 < and < 85,2019,3,3603
Kyungnam,60 < and < 85,2022,9,3605
Kyungnam,60 < and < 85,2022,7,3607
Kyungnam,60 < and < 85,2022,4,3614
Kyungbuk,60 < and < 85,2022,10,3616
Kyungnam,60 < and < 85,2022,5,3618
Chungnam,60 < and < 85,2023,1,3619
Chungnam,60 < and < 85,2023,2,3619
Chungnam,60 < and < 85,2023,3,3619
Gyeonggi,60 < and < 85,2017,8,3623
Gyeonggi,60 < and < 85,2017,7,3624
Chungnam,60 < and < 85,2023,4,3624
Busan,60 < and < 85,2017,5,3626
Chungnam,60 < and < 85,2023,5,3628
Incheon,60 < and < 85,2018,10,3630
Daejeon,60 < and < 85,2018,12,3632
Chungnam,60 < and < 85,2023,6,3633
Chungnam,60 < and < 85,2024,2,3637
Chungnam,60 < and < 85,2024,3,3637
Chungnam,60 < and < 85,2023,7,3638
Jeonnam,60 < and < 85,2023,8,3638
Busan,60 < and < 85,2017,8,3639
Jeju,60 < and < 85,2018,3,3639
Jeju,60 < and < 85,2018,4,3639
Jeju,60 < and < 85,2018,5,3639
Jeju,60 < and < 85,2018,6,3639
Kyungbuk,60 < and < 85,2022,11,3644
Jeonbuk,60 < and < 85,2024,6,3645
Daegu,60 < and < 85,2018,5,3646
Jeonbuk,60 < and < 85,2024,5,3648
Kangwon,60 < and < 85,2023,3,3653
Daegu,60 < and < 85,2017,11,3654
Jeonnam,60 < and < 85,2024,2,3656
Jeonnam,60 < and < 85,2024,3,3656
Jeonnam,60 < and < 85,2024,4,3656
Jeonnam,60 < and < 85,2024,5,3656
Chungnam,60 < and < 85,2024,4,3657
Chungnam,60 < and < 85,2023,8,3659
Chungnam,60 < and < 85,2023,9,3663
Daegu,60 < and < 85,2018,6,3665
Jeonbuk,60 < and < 85,2024,4,3670
Kangwon,60 < and < 85,2023,4,3671
